analysis_id	biosample_id	individual_id	experiment_id	analysis_operation_id	analysis_operation_label
pgxcs-ltoi1l2t	pgxbs-kftvi4su	pgxind-kftx3tyd	pgx:TCGA.823c76c6-4e1b-4823-b28f-e660a6dfe13c	EDAM:operation_3227	Variant Calling
pgxcs-ltohmjuq	pgxbs-kftvi601	pgxind-kftx3lnp	pgx:TCGA.ec47c9ad-1489-47f4-a3ef-cd3998750a12	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7u1n	pgxbs-kftvhsgu	pgxind-kftx3h8h	pgx:TCGA.838ab0da-14fa-481d-8ee9-b15463ebb62d	EDAM:operation_3227	Variant Calling
pgxcs-ltoigoo1	pgxbs-kftvhs5i	pgxind-kftx3q0y	pgx:TCGA.d3c85f76-56ed-4f64-9edb-9cdf80526e33	EDAM:operation_3227	Variant Calling
pgxcs-ltoijrsl	pgxbs-kftvi5dg	pgxind-kftx3rco	pgx:TCGA.cf53a83e-bff6-4b6b-80aa-1847866fa09b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6946	pgxbs-kftvi38t	pgxind-kftx3vm3	pgx:TCGA.07b7f665-383c-4cf0-a677-52bce36a674c	EDAM:operation_3227	Variant Calling
pgxcs-ltohpdid	pgxbs-kftvhl9o	pgxind-kftx3fid	pgx:TCGA.030e2a08-a519-4f41-bb70-a04f0d53e4ce	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2vgx	pgxbs-kftvi0oh	pgxind-kftx3mxu	pgx:TCGA.c144ae50-ed29-4e27-bbee-fa81e79ac7db	EDAM:operation_3227	Variant Calling
pgxcs-ltohevzs	pgxbs-kftvi4ev	pgxind-kftx3obb	pgx:TCGA.842df84d-da05-4aa5-91a4-c6893eca2082	EDAM:operation_3227	Variant Calling
pgxcs-ltohm0tp	pgxbs-kftvhlb7	pgxind-kftx3jkl	pgx:TCGA.aebabb43-b2aa-4fd0-87c0-08ae1d584f51	EDAM:operation_3227	Variant Calling
pgxcs-ltoh70ho	pgxbs-kftvhvpg	pgxind-kftx3s7g	pgx:TCGA.38336db5-6ca9-48d5-bf4f-1f92c8070ca2	EDAM:operation_3227	Variant Calling
pgxcs-ltoifsha	pgxbs-kftvi09p	pgxind-kftx3nfp	pgx:TCGA.9113cf96-0feb-4e13-b1d5-0ddd12c2cab7	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3qgr	pgxbs-kftvi3gm	pgxind-kftx3vo6	pgx:TCGA.18000b40-b2e5-4c32-81fe-c7c208e99f33	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8z7f	pgxbs-kftvhzpz	pgxind-kftx3ud9	pgx:TCGA.14c176f9-9197-4486-9f98-fe82991c6dc6	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9y80	pgxbs-kftvhw3h	pgxind-kftx3oqj	pgx:TCGA.d1658ea1-ddcd-4dde-a7c6-545585f2a543	EDAM:operation_3227	Variant Calling
pgxcs-ltohxaxv	pgxbs-kftvhpe3	pgxind-kftx3nsc	pgx:TCGA.dbbe53dd-eeaa-4967-8c9b-255d5e00f181	EDAM:operation_3227	Variant Calling
pgxcs-ltoijb6a	pgxbs-kftvi58m	pgxind-kftx3u8u	pgx:TCGA.2556d93d-9252-4248-a044-91deaa7f02df	EDAM:operation_3227	Variant Calling
pgxcs-ltohivhx	pgxbs-kftvhi7j	pgxind-kftx3g1y	pgx:TCGA.b46942e1-2879-4b83-93cd-a12186fe07c9	EDAM:operation_3227	Variant Calling
pgxcs-ltohhdty	pgxbs-kftvhz5n	pgxind-kftx3n97	pgx:TCGA.8b3147c8-71a9-40fb-81cf-9e23ef4b9a29	EDAM:operation_3227	Variant Calling
pgxcs-ltoidpvi	pgxbs-kftvhyv2	pgxind-kftx3fal	pgx:TCGA.423305a8-f060-44da-a053-18dd8c2b172e	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8tqx	pgxbs-kftvho1j	pgxind-kftx3ml0	pgx:TCGA.ece85143-957d-4ad1-bfcc-b71307efb911	EDAM:operation_3227	Variant Calling
pgxcs-ltohkgq1	pgxbs-kftvhju3	pgxind-kftx3hxv	pgx:TCGA.371ee0d6-5c89-4d9e-b57b-d22a0b86987e	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4t5l	pgxbs-kftvi25p	pgxind-kftx3v9x	pgx:TCGA.1a058e77-7c20-4f50-ac89-185067ea7437	EDAM:operation_3227	Variant Calling
pgxcs-ltoho2sp	pgxbs-kftvhzit	pgxind-kftx3uad	pgx:TCGA.6fe6d586-3b5d-4cd4-acb8-5691936441b9	EDAM:operation_3227	Variant Calling
pgxcs-ltoi44yv	pgxbs-kftvhkh0	pgxind-kftx3inv	pgx:TCGA.790ace35-d090-4933-bd57-5efc61889c85	EDAM:operation_3227	Variant Calling
pgxcs-ltoihr7z	pgxbs-kftvhz4m	pgxind-kftx3u3y	pgx:TCGA.72b1d733-74a9-40da-a2e8-dff5d631c952	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7lbb	pgxbs-kftvi3fw	pgxind-kftx3qtk	pgx:TCGA.1bf24e0a-a18b-412a-96c5-d23a1ed60327	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1r24	pgxbs-kftvi4or	pgxind-kftx3vzq	pgx:TCGA.a818d068-8211-4ce5-acdc-da799d8733a2	EDAM:operation_3227	Variant Calling
pgxcs-ltoif2al	pgxbs-kftvi4f3	pgxind-kftx3rs2	pgx:TCGA.5fe06294-b8b6-4e3f-a6ea-dc981cd9bb05	EDAM:operation_3227	Variant Calling
pgxcs-ltohqffi	pgxbs-kftvi2jq	pgxind-kftx3vei	pgx:TCGA.77ea1c06-acc5-4441-90c8-6dd83c38c955	EDAM:operation_3227	Variant Calling
pgxcs-ltoift1w	pgxbs-kftvhk7q	pgxind-kftx3id6	pgx:TCGA.b3bb3d33-1e7f-4892-a3db-a291108593ce	EDAM:operation_3227	Variant Calling
pgxcs-ltoihq93	pgxbs-kftvhlr9	pgxind-kftx3k1i	pgx:TCGA.9862bae4-6ad0-4607-ab28-cc6bf73d77d0	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0ba7	pgxbs-kftvhl9i	pgxind-kftx3ggg	pgx:TCGA.a692e125-ccfc-4376-9cea-2410511882bf	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7ib1	pgxbs-kftvhybz	pgxind-kftx3s7k	pgx:TCGA.5e686ec3-9100-4153-9a90-8b7fb8d4ba0a	EDAM:operation_3227	Variant Calling
pgxcs-ltohayx9	pgxbs-kftvi13a	pgxind-kftx3uvw	pgx:TCGA.56703aef-270a-4537-b9a1-c9ebbe873411	EDAM:operation_3227	Variant Calling
pgxcs-ltoieuq4	pgxbs-kftvi7qz	pgxind-kftx3u0k	pgx:TCGA.27bc9f32-2419-4e24-97a1-4136e7be5a39	EDAM:operation_3227	Variant Calling
pgxcs-ltohxxz4	pgxbs-kftvho03	pgxind-kftx3m9a	pgx:TCGA.501332a1-a540-4362-bab8-8118206085e2	EDAM:operation_3227	Variant Calling
pgxcs-ltoia7k3	pgxbs-kftvhtgu	pgxind-kftx3qyp	pgx:TCGA.8270c53e-f2cf-4f57-a1ac-a8ba978cc1c8	EDAM:operation_3227	Variant Calling
pgxcs-ltohnstm	pgxbs-kftvhmoi	pgxind-kftx3l90	pgx:TCGA.591dc5be-cf05-4bf7-bcf8-2112bd2cdd40	EDAM:operation_3227	Variant Calling
pgxcs-ltohw24a	pgxbs-kftvhtmq	pgxind-kftx3peq	pgx:TCGA.c9b51f86-b26b-4329-bb28-a1298d9b7142	EDAM:operation_3227	Variant Calling
pgxcs-ltoicp8b	pgxbs-kftvhuz3	pgxind-kftx3rrg	pgx:TCGA.252c5d60-7033-44c3-8ab5-4604670a80f4	EDAM:operation_3227	Variant Calling
pgxcs-ltohtsox	pgxbs-kftvhisg	pgxind-kftx3gqt	pgx:TCGA.ab7bf9ef-55f2-41fa-bdb1-f7b7c79b9a48	EDAM:operation_3227	Variant Calling
pgxcs-ltohhtlr	pgxbs-kftvhoyf	pgxind-kftx3g6l	pgx:TCGA.3591eea7-3c9e-41f4-be6c-c7c23cd600e6	EDAM:operation_3227	Variant Calling
pgxcs-ltoigf61	pgxbs-kftvhswd	pgxind-kftx3o7x	pgx:TCGA.7fe455c5-b312-4f45-be86-294262e0ae7a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi03mb	pgxbs-kftvi9je	pgxind-kftx3vbi	pgx:TCGA.296cc7a9-ad1e-45fc-a702-f100f0400817	EDAM:operation_3227	Variant Calling
pgxcs-ltoht0if	pgxbs-kftvhzx9	pgxind-kftx3m3x	pgx:TCGA.5c724d2b-cc13-4fef-ae5b-15da6edef521	EDAM:operation_3227	Variant Calling
pgxcs-ltoi65y3	pgxbs-kftvhrvn	pgxind-kftx3ptv	pgx:TCGA.2f1460ea-827b-4c51-86a5-2d85771888bb	EDAM:operation_3227	Variant Calling
pgxcs-ltohhc1q	pgxbs-kftvhwk7	pgxind-kftx3p4l	pgx:TCGA.be145e7b-25ee-409a-8c9c-5e17c9b6c5aa	EDAM:operation_3227	Variant Calling
pgxcs-ltoidbrc	pgxbs-kftvhq5t	pgxind-kftx3ohm	pgx:TCGA.882e6f53-ca5f-401f-bb95-361e5cde13ca	EDAM:operation_3227	Variant Calling
pgxcs-ltohngpp	pgxbs-kftvi1wj	pgxind-kftx3ums	pgx:TCGA.e8e2d4f2-3d7e-432b-b1ea-d2823cbf9842	EDAM:operation_3227	Variant Calling
pgxcs-ltoic6gb	pgxbs-kftvi0vq	pgxind-kftx3te3	pgx:TCGA.86e4862c-7405-40b5-b73f-be0c6c52ea6d	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8ozk	pgxbs-kftvhwi2	pgxind-kftx3sqb	pgx:TCGA.1e9dac94-1a10-47d0-ae92-81d38a264376	EDAM:operation_3227	Variant Calling
pgxcs-ltoig8zb	pgxbs-kftvi3wl	pgxind-kftx3uoy	pgx:TCGA.33f49b4e-924e-4590-8afa-e17403602137	EDAM:operation_3227	Variant Calling
pgxcs-ltohdz2p	pgxbs-kftvi9ts	pgxind-kftx3p5q	pgx:TCGA.cecee06a-8161-4b3b-a5b6-71ec550c6820	EDAM:operation_3227	Variant Calling
pgxcs-ltohiqzo	pgxbs-kftvhsn0	pgxind-kftx3qda	pgx:TCGA.fc29b5b8-0e57-4fa7-b9fe-69c5a0b1d83f	EDAM:operation_3227	Variant Calling
pgxcs-ltohs3ni	pgxbs-kftvi33d	pgxind-kftx3lc8	pgx:TCGA.ee9a22df-8612-4b71-af3a-6b16c73197ea	EDAM:operation_3227	Variant Calling
pgxcs-ltoilt5p	pgxbs-kftvhl2a	pgxind-kftx3jas	pgx:TCGA.9edea53d-ad06-4b5d-bff0-48e834c3684f	EDAM:operation_3227	Variant Calling
pgxcs-ltoi43sp	pgxbs-kftvhicb	pgxind-kftx3g7p	pgx:TCGA.b8e91848-0443-4333-aa38-b8551eb5c5f0	EDAM:operation_3227	Variant Calling
pgxcs-ltoi5e2s	pgxbs-kftvi4en	pgxind-kftx3vx8	pgx:TCGA.b36ecf21-9d51-43dc-b2fb-6f6156e85875	EDAM:operation_3227	Variant Calling
pgxcs-ltohggyz	pgxbs-kftvi3ci	pgxind-kftx3v3x	pgx:TCGA.d0270549-e6d9-4109-aeaf-bd431feccf90	EDAM:operation_3227	Variant Calling
pgxcs-ltohnkzu	pgxbs-kftvhvcb	pgxind-kftx3l0p	pgx:TCGA.286d1a8d-f384-4a49-a612-8511c5e9a8af	EDAM:operation_3227	Variant Calling
pgxcs-ltoiar7b	pgxbs-kftvi5u3	pgxind-kftx3to6	pgx:TCGA.50bbd9fa-46dd-4ead-8655-4de6e929c21b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1yyf	pgxbs-kftvhplj	pgxind-kftx3luq	pgx:TCGA.3ee32152-2834-4137-a6e8-254f3cca6b6e	EDAM:operation_3227	Variant Calling
pgxcs-ltoii97r	pgxbs-kftvhwca	pgxind-kftx3smk	pgx:TCGA.af5e9c02-8823-4c78-8238-fdc419e5d309	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6qis	pgxbs-kftvi4um	pgxind-kftx3w1a	pgx:TCGA.91054520-9955-4d9b-bb06-e0bdd253c687	EDAM:operation_3227	Variant Calling
pgxcs-ltoieu5l	pgxbs-kftvhrut	pgxind-kftx3pt3	pgx:TCGA.7d0d7e28-9530-4d03-9041-aeca61ecf42c	EDAM:operation_3227	Variant Calling
pgxcs-ltohkav6	pgxbs-kftvi3z2	pgxind-kftx3lf4	pgx:TCGA.a4910543-8bfd-4cd9-9eab-cf16aead9537	EDAM:operation_3227	Variant Calling
pgxcs-ltohboss	pgxbs-kftvi62w	pgxind-kftx3w9z	pgx:TCGA.a3ab808e-6386-45e3-abc3-10083bb0c9a4	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7dot	pgxbs-kftvhokp	pgxind-kftx3f8z	pgx:TCGA.a381de9e-db11-4b9a-abc2-c14163f8593b	EDAM:operation_3227	Variant Calling
pgxcs-ltohlv3u	pgxbs-kftvhify	pgxind-kftx3gc2	pgx:TCGA.ac9c5b5e-8e14-4a76-a68d-78a8349c40f7	EDAM:operation_3227	Variant Calling
pgxcs-ltoibtkt	pgxbs-kftvi3he	pgxind-kftx3vjm	pgx:TCGA.2061667f-5253-4933-aa22-e8f7e092dbbf	EDAM:operation_3227	Variant Calling
pgxcs-ltoidnww	pgxbs-kftvi1d6	pgxind-kftx3r4w	pgx:TCGA.041d7de0-fdee-4f6b-9945-058f8bab509c	EDAM:operation_3227	Variant Calling
pgxcs-ltohl1id	pgxbs-kftvhmcc	pgxind-kftx3kvq	pgx:TCGA.60c1ba59-c04e-4237-a8b9-fa0d894bbafa	EDAM:operation_3227	Variant Calling
pgxcs-ltoif1hs	pgxbs-kftvhof4	pgxind-kftx3mxb	pgx:TCGA.35dfeb9d-1f64-4d51-b27a-24ad8aa3327b	EDAM:operation_3227	Variant Calling
pgxcs-ltoig4pv	pgxbs-kftvhrt0	pgxind-kftx3prk	pgx:TCGA.145a474e-d262-468a-8db7-ee9f1b7ce0a7	EDAM:operation_3227	Variant Calling
pgxcs-ltoh72g9	pgxbs-kftvhs5o	pgxind-kftx3p58	pgx:TCGA.134694a5-14a6-4016-9230-deca5f6548b5	EDAM:operation_3227	Variant Calling
pgxcs-ltohl5yf	pgxbs-kftvi00n	pgxind-kftx3uh7	pgx:TCGA.f7c33a3a-f7e2-4827-97ea-b0a2921dec08	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6350	pgxbs-kftvi0wf	pgxind-kftx3mop	pgx:TCGA.6fdfd765-bbf7-4094-b5f9-3332e9514873	EDAM:operation_3227	Variant Calling
pgxcs-ltoimldu	pgxbs-kftvhie2	pgxind-kftx3g9u	pgx:TCGA.7d86a05d-f448-4a95-9bbc-6e19338ba98c	EDAM:operation_3227	Variant Calling
pgxcs-ltoia4n7	pgxbs-kftvhhv7	pgxind-kftx3fn5	pgx:TCGA.f60aaa21-7d4e-4988-94bd-69f0929560a5	EDAM:operation_3227	Variant Calling
pgxcs-ltohyxdw	pgxbs-kftvi0uq	pgxind-kftx3sa1	pgx:TCGA.0c55b3b3-4008-4dbe-9a6a-bd0a5e13feae	EDAM:operation_3227	Variant Calling
pgxcs-ltohue80	pgxbs-kftvhylr	pgxind-kftx3tvm	pgx:TCGA.1d014bf1-95ae-42e3-ae39-97ff4841d8ca	EDAM:operation_3227	Variant Calling
pgxcs-ltoi70wz	pgxbs-kftvhsln	pgxind-kftx3f7p	pgx:TCGA.8cf391f9-d743-408f-8891-2c49db90907c	EDAM:operation_3227	Variant Calling
pgxcs-ltohu75p	pgxbs-kftvhps5	pgxind-kftx3fgn	pgx:TCGA.56b3ac6b-bd6e-4960-8610-292cf154a705	EDAM:operation_3227	Variant Calling
pgxcs-ltohrmb6	pgxbs-kftvi3jv	pgxind-kftx3pym	pgx:TCGA.2c66d45a-c014-4fbe-9ff2-4ca17ec59ba9	EDAM:operation_3227	Variant Calling
pgxcs-ltohcfgm	pgxbs-kftvhmh0	pgxind-kftx3l0m	pgx:TCGA.50111388-1058-413a-ac2a-3fd4f84091aa	EDAM:operation_3227	Variant Calling
pgxcs-ltoi330q	pgxbs-kftvhiv8	pgxind-kftx3gtx	pgx:TCGA.ed00a16b-6b8e-44e4-998a-ae4dcca5a93c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi642j	pgxbs-kftvhzrh	pgxind-kftx3udp	pgx:TCGA.eafa07f9-c842-4fcc-9c0f-619af9fdf71a	EDAM:operation_3227	Variant Calling
pgxcs-ltohbl4r	pgxbs-kftvi6ma	pgxind-kftx3r38	pgx:TCGA.2a3d7538-d377-4d94-bb61-bf77ba56be1b	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6nui	pgxbs-kftvi4ko	pgxind-kftx3grm	pgx:TCGA.9c146f5d-ca52-4cb9-a64b-158593d038da	EDAM:operation_3227	Variant Calling
pgxcs-ltohbtmm	pgxbs-kftvi3ed	pgxind-kftx3rbk	pgx:TCGA.b154365f-23f6-4a44-8e8f-8672db572133	EDAM:operation_3227	Variant Calling
pgxcs-ltohx15u	pgxbs-kftvi7n1	pgxind-kftx3mch	pgx:TCGA.b37ba34a-5f2e-46a9-9334-79e6782d40dc	EDAM:operation_3227	Variant Calling
pgxcs-ltoibfb9	pgxbs-kftvi07q	pgxind-kftx3uk2	pgx:TCGA.2a2852d5-1638-4726-9919-72bf965eee10	EDAM:operation_3227	Variant Calling
pgxcs-ltoijcbx	pgxbs-kftvhmyj	pgxind-kftx3lj0	pgx:TCGA.1e62380c-71d8-4fe9-affc-9fec9faf2480	EDAM:operation_3227	Variant Calling
pgxcs-ltohqynu	pgxbs-kftvhhw1	pgxind-kftx3fo5	pgx:TCGA.93d283a7-e866-4f23-81f7-942dee5009b8	EDAM:operation_3227	Variant Calling
pgxcs-ltohr7r3	pgxbs-kftvi4z5	pgxind-kftx3w2b	pgx:TCGA.8b5d38fb-e9ad-445c-b5d5-f054a5eafeb1	EDAM:operation_3227	Variant Calling
pgxcs-ltohjgds	pgxbs-kftvhtjb	pgxind-kftx3r0e	pgx:TCGA.83973755-fa6a-460a-a042-385b34698c39	EDAM:operation_3227	Variant Calling
pgxcs-ltohe23d	pgxbs-kftvhnz3	pgxind-kftx3mil	pgx:TCGA.b56b9cb7-5604-4c8d-acf3-d227957ff670	EDAM:operation_3227	Variant Calling
pgxcs-ltoilsdr	pgxbs-kftvi0v7	pgxind-kftx3tsq	pgx:TCGA.6ba35ae2-9ac7-4305-af69-c8614192faa4	EDAM:operation_3227	Variant Calling
pgxcs-ltoilxew	pgxbs-kftvhpkf	pgxind-kftx3nye	pgx:TCGA.7b80a02f-c065-4ec2-95fc-05baf0aa3926	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9hi1	pgxbs-kftvhsil	pgxind-kftx3qa6	pgx:TCGA.ca1d5a74-0687-4d12-abcc-7f21c2e9fbb6	EDAM:operation_3227	Variant Calling
pgxcs-ltoiejh8	pgxbs-kftvhv60	pgxind-kftx3l5z	pgx:TCGA.859cde68-b3bb-4867-bced-c016bfaffde9	EDAM:operation_3227	Variant Calling
pgxcs-ltohpsw8	pgxbs-kftvhzt4	pgxind-kftx3svk	pgx:TCGA.81c87c27-47c7-4dc7-bf92-e0037433df30	EDAM:operation_3227	Variant Calling
pgxcs-ltohtb43	pgxbs-kftvi7t8	pgxind-kftx3t7j	pgx:TCGA.19443add-da5e-4c84-b28e-e9c56a4eff92	EDAM:operation_3227	Variant Calling
pgxcs-ltohljm8	pgxbs-kftvhxog	pgxind-kftx3tf5	pgx:TCGA.07b9abeb-93af-4ae4-bcd9-5292dc2dc708	EDAM:operation_3227	Variant Calling
pgxcs-ltohb9ti	pgxbs-kftvhzdr	pgxind-kftx3u82	pgx:TCGA.346253c0-8e8b-459b-a6d5-03da9586578f	EDAM:operation_3227	Variant Calling
pgxcs-ltoidy5d	pgxbs-kftvhvc7	pgxind-kftx3rz3	pgx:TCGA.4805287e-cd6d-48ff-ac6d-19d01052bf8b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4cia	pgxbs-kftvhmq6	pgxind-kftx3lap	pgx:TCGA.d36bac7b-872b-44a8-8c7f-8cb850b49603	EDAM:operation_3227	Variant Calling
pgxcs-ltohcb0d	pgxbs-kftvi8t8	pgxind-kftx3vlp	pgx:TCGA.8126465a-6d29-4a50-ade6-b81bf0046a89	EDAM:operation_3227	Variant Calling
pgxcs-ltoicmil	pgxbs-kftvi721	pgxind-kftx3fj7	pgx:TCGA.36c966c0-7324-44f6-af15-21d0be699f73	EDAM:operation_3227	Variant Calling
pgxcs-ltoihvgf	pgxbs-kftvhn4k	pgxind-kftx3loy	pgx:TCGA.c0a067b3-0bd0-4d11-a283-d25799b3090b	EDAM:operation_3227	Variant Calling
pgxcs-ltohuxdk	pgxbs-kftvhn5b	pgxind-kftx3lfc	pgx:TCGA.9632923b-6540-4f0f-918b-ec1926eb1a98	EDAM:operation_3227	Variant Calling
pgxcs-ltohpuq1	pgxbs-kftvi8rx	pgxind-kftx3jta	pgx:TCGA.9992eeb9-901b-4a32-badc-e9be7c9ba4ba	EDAM:operation_3227	Variant Calling
pgxcs-ltoil64j	pgxbs-kftvi9hd	pgxind-kftx3ik1	pgx:TCGA.a67c65a3-f80d-4532-9a32-20b2fecadb93	EDAM:operation_3227	Variant Calling
pgxcs-ltohq4r0	pgxbs-kftvhq3c	pgxind-kftx3ofd	pgx:TCGA.ae72a901-e7b7-41cf-8eeb-2a7fb51e14f0	EDAM:operation_3227	Variant Calling
pgxcs-ltoijgyk	pgxbs-kftvhpdl	pgxind-kftx3nrw	pgx:TCGA.1eefa36e-8a83-4da0-bdfd-26bc684c8a94	EDAM:operation_3227	Variant Calling
pgxcs-ltohrb9i	pgxbs-kftvhvrr	pgxind-kftx3h7m	pgx:TCGA.cacec107-78de-47c7-9386-dbefcfc1f07a	EDAM:operation_3227	Variant Calling
pgxcs-ltohcgic	pgxbs-kftvi5i8	pgxind-kftx3w67	pgx:TCGA.40f9f3b1-545d-4743-912c-9c92aac5f396	EDAM:operation_3227	Variant Calling
pgxcs-ltoha2a7	pgxbs-kftvi910	pgxind-kftx3uuy	pgx:TCGA.e33cc16f-7974-4238-95b9-cf7749502660	EDAM:operation_3227	Variant Calling
pgxcs-ltohq9gs	pgxbs-kftvi06n	pgxind-kftx3ujg	pgx:TCGA.9dcc425f-677e-4143-82cd-dc213d00a217	EDAM:operation_3227	Variant Calling
pgxcs-ltohtmlk	pgxbs-kftvi3is	pgxind-kftx3o2e	pgx:TCGA.31e39e5f-af9c-4f34-b065-8363cf9df39c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi23z5	pgxbs-kftvi7y4	pgxind-kftx3v5q	pgx:TCGA.43ddcc1b-208a-4857-ad5c-4db159871bc8	EDAM:operation_3227	Variant Calling
pgxcs-ltohfomh	pgxbs-kftvi3ps	pgxind-kftx3nvj	pgx:TCGA.e490028c-e8f6-4c5d-ae9c-274334a8e86c	EDAM:operation_3227	Variant Calling
pgxcs-ltohmqo2	pgxbs-kftvhy3i	pgxind-kftx3tn2	pgx:TCGA.9b416640-9aec-4b0d-aa88-b94287375950	EDAM:operation_3227	Variant Calling
pgxcs-ltohpxbk	pgxbs-kftvi44k	pgxind-kftx3t4p	pgx:TCGA.c38210f9-bb16-471c-91e1-2cdebfe23345	EDAM:operation_3227	Variant Calling
pgxcs-ltohkv32	pgxbs-kftvhyjs	pgxind-kftx3tut	pgx:TCGA.3b75f8d0-c90e-488f-bb98-f13803e77212	EDAM:operation_3227	Variant Calling
pgxcs-ltohsii5	pgxbs-kftvhup9	pgxind-kftx3rr6	pgx:TCGA.ac2c6dc8-c92a-4f54-9277-aab3a3837fd0	EDAM:operation_3227	Variant Calling
pgxcs-ltoianud	pgxbs-kftvhzvw	pgxind-kftx3jpj	pgx:TCGA.ce1ed4b3-af89-4bbd-b9a6-eefa007e4368	EDAM:operation_3227	Variant Calling
pgxcs-ltoihitu	pgxbs-kftvi196	pgxind-kftx3uyj	pgx:TCGA.ec87c3b6-2c8b-4c01-baaa-9e6f01f44ac1	EDAM:operation_3227	Variant Calling
pgxcs-ltohc1bh	pgxbs-kftvi7r9	pgxind-kftx3mcl	pgx:TCGA.e2557bba-b331-40c2-8389-c52324630bca	EDAM:operation_3227	Variant Calling
pgxcs-ltohelv7	pgxbs-kftvhk4l	pgxind-kftx3i9e	pgx:TCGA.610a33d9-5e0e-48af-ac34-d75ba48d917f	EDAM:operation_3227	Variant Calling
pgxcs-ltoi679h	pgxbs-kftvhqmd	pgxind-kftx3ouh	pgx:TCGA.43d7d5cf-e988-4b6b-925e-2b7bbd67e4fc	EDAM:operation_3227	Variant Calling
pgxcs-ltoilemv	pgxbs-kftvhnqz	pgxind-kftx3maz	pgx:TCGA.6da1271f-ae25-4301-84be-6468e9b494f9	EDAM:operation_3227	Variant Calling
pgxcs-ltohrlxv	pgxbs-kftvhjga	pgxind-kftx3hi4	pgx:TCGA.08add75d-f706-458a-a6a8-41da7e07af19	EDAM:operation_3227	Variant Calling
pgxcs-ltohxzu5	pgxbs-kftvht78	pgxind-kftx3qbv	pgx:TCGA.c43547ba-41cf-4ee2-b149-88294f7e739a	EDAM:operation_3227	Variant Calling
pgxcs-ltoia11p	pgxbs-kftvhnk3	pgxind-kftx3m49	pgx:TCGA.99d4fdd0-1860-4225-ba61-e3808dbf51b3	EDAM:operation_3227	Variant Calling
pgxcs-ltohnlqo	pgxbs-kftvi4ct	pgxind-kftx3tr4	pgx:TCGA.88dd13c0-6e32-4a07-8250-620e85dc1f40	EDAM:operation_3227	Variant Calling
pgxcs-ltohhkvu	pgxbs-kftvhtyn	pgxind-kftx3rah	pgx:TCGA.73fdf583-1bdb-41aa-98b9-1e433023a144	EDAM:operation_3227	Variant Calling
pgxcs-ltohfp6r	pgxbs-kftvi42f	pgxind-kftx3uun	pgx:TCGA.e5aece91-899d-483a-9665-d74529460fee	EDAM:operation_3227	Variant Calling
pgxcs-ltoi23lu	pgxbs-kftvi8k9	pgxind-kftx3t88	pgx:TCGA.8080e9a4-a7bd-47a6-ba4c-9437a868507d	EDAM:operation_3227	Variant Calling
pgxcs-ltohj4kh	pgxbs-kftvhki0	pgxind-kftx3iov	pgx:TCGA.0d4e879e-5fdb-4dc6-905d-1fd39c96f7e8	EDAM:operation_3227	Variant Calling
pgxcs-ltohoit6	pgxbs-kftvhje8	pgxind-kftx3hfp	pgx:TCGA.8420b12d-ca51-4478-a747-d3a5ade4d80b	EDAM:operation_3227	Variant Calling
pgxcs-ltoieo4q	pgxbs-kftvi5lf	pgxind-kftx3vwy	pgx:TCGA.0201cf15-d073-447f-b96e-eca0800b8cff	EDAM:operation_3227	Variant Calling
pgxcs-ltoiaqgq	pgxbs-kftvi3r8	pgxind-kftx3nys	pgx:TCGA.2cd492fc-4e79-4483-a8d6-31c0156c50c9	EDAM:operation_3227	Variant Calling
pgxcs-ltohc4yj	pgxbs-kftvhqjd	pgxind-kftx3os2	pgx:TCGA.ccd3903e-eee6-41f0-9a07-4351a00a7dc3	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4k2c	pgxbs-kftvi8ws	pgxind-kftx3umo	pgx:TCGA.8b849e83-cf60-44f4-a955-eacad7f50e8a	EDAM:operation_3227	Variant Calling
pgxcs-ltohnk8o	pgxbs-kftvhmmg	pgxind-kftx3inz	pgx:TCGA.29d94e70-4462-4ff5-aa91-75d7a412083f	EDAM:operation_3227	Variant Calling
pgxcs-ltohu8tw	pgxbs-kftvhvmr	pgxind-kftx3s5v	pgx:TCGA.403d99ab-c672-4b3c-9842-e26e8234aca6	EDAM:operation_3227	Variant Calling
