NCIT:C3262	Neoplasm
NCIT:C53998	Benign Gastrointestinal Stromal Tumor
NCIT:C6571	Benign Extraskeletal Cartilaginous and Osseous Neoplasm
NCIT:C9482	Soft Tissue Chondroma
NCIT:C6587	Benign Soft Tissue Tumor of Uncertain Differentiation
NCIT:C53594	Pleomorphic Hyalinizing Angiectatic Tumor of Soft Parts
NCIT:C53595	Ectopic Hamartomatous Thymoma
NCIT:C6577	Myxoma
NCIT:C6579	Intramuscular Myxoma
NCIT:C53589	Cellular Myxoma
NCIT:C6580	Juxta-Articular Myxoma
NCIT:C7147	Benign Fibroblastic Neoplasm
NCIT:C121154	Proliferative Myositis
NCIT:C170736	Pleomorphic Fibroma
NCIT:C3799	Angiofibroma
NCIT:C27256	Giant Cell Angiofibroma
NCIT:C27257	Cellular Angiofibroma
NCIT:C4728	Proliferative Fasciitis
NCIT:C49017	Gardner Fibroma
NCIT:C5394	Solitary Adult Fibroma
NCIT:C6488	Calcifying Fibrous Tumor
NCIT:C6892	Cellular Fibroma
NCIT:C4867	Malignant Soft Tissue Neoplasm
NCIT:C150536	Recurrent Malignant Soft Tissue Neoplasm
NCIT:C139002	Recurrent Soft Tissue Sarcoma
NCIT:C5059	Recurrent Epithelioid Sarcoma
NCIT:C7822	Recurrent Adult Soft Tissue Sarcoma
NCIT:C7935	Recurrent Kaposi Sarcoma
NCIT:C8067	Recurrent Childhood Soft Tissue Sarcoma
NCIT:C8795	Recurrent Undifferentiated Pleomorphic Sarcoma
NCIT:C8798	Recurrent Alveolar Soft Part Sarcoma
NCIT:C8803	Recurrent Extraskeletal Ewing Sarcoma
NCIT:C8811	Recurrent Extraskeletal Osteosarcoma
NCIT:C150537	Refractory Malignant Soft Tissue Neoplasm
NCIT:C139001	Refractory Soft Tissue Sarcoma
NCIT:C148295	Refractory Undifferentiated Pleomorphic Sarcoma
NCIT:C156474	Refractory Kaposi Sarcoma
NCIT:C162722	Refractory Epithelioid Sarcoma
NCIT:C27293	Extraskeletal Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
NCIT:C7135	Extraskeletal Ewing Sarcoma
NCIT:C8801	Metastatic Extraskeletal Ewing Sarcoma
NCIT:C8802	Non-Metastatic Extraskeletal Ewing Sarcoma
NCIT:C6530	Malignant Pericytic Neoplasm
NCIT:C4221	Malignant Glomus Tumor
NCIT:C6531	Malignant Synovial Neoplasm
NCIT:C6588	Malignant Soft Tissue Tumor of Uncertain Differentiation
NCIT:C3714	Epithelioid Sarcoma
NCIT:C7944	Adult Epithelioid Sarcoma
NCIT:C8095	Childhood Epithelioid Sarcoma
NCIT:C8799	Metastatic Epithelioid Sarcoma
NCIT:C8800	Non-Metastatic Epithelioid Sarcoma
NCIT:C9409	Epithelioid Sarcoma NCI Grade 2
NCIT:C9410	Epithelioid Sarcoma NCI Grade 3
NCIT:C3745	Clear Cell Sarcoma of Soft Tissue
NCIT:C161585	Metastatic Clear Cell Sarcoma of Soft Tissue
NCIT:C27370	Adult Clear Cell Sarcoma of Soft Parts
NCIT:C27371	Childhood Clear Cell Sarcoma of Soft Parts
NCIT:C3750	Alveolar Soft Part Sarcoma
NCIT:C7943	Adult Alveolar Soft Part Sarcoma
NCIT:C8092	Childhood Alveolar Soft Part Sarcoma
NCIT:C8796	Metastatic Alveolar Soft Part Sarcoma
NCIT:C8797	Non-Metastatic Alveolar Soft Part Sarcoma
NCIT:C6586	Extrarenal Rhabdoid Tumor
NCIT:C9306	Soft Tissue Sarcoma
NCIT:C121671	Soft Tissue Angiosarcoma
NCIT:C171026	Visceral Angiosarcoma
NCIT:C48320	Adrenal Gland Angiosarcoma
NCIT:C5376	Aortic Angiosarcoma
NCIT:C5378	Superior Vena Cava Angiosarcoma
NCIT:C6746	Pulmonary Artery Angiosarcoma
NCIT:C5320	Peripheral Intraneural Angiosarcoma
NCIT:C121793	Undifferentiated/Unclassified Sarcoma
NCIT:C121797	Undifferentiated Spindle Cell Sarcoma
NCIT:C121802	Undifferentiated Epithelioid Sarcoma
NCIT:C121804	Undifferentiated Sarcoma, Not Otherwise Specified
NCIT:C4247	Undifferentiated Pleomorphic Sarcoma
NCIT:C114541	Adult Undifferentiated Pleomorphic Sarcoma
NCIT:C114749	Childhood Undifferentiated Pleomorphic Sarcoma
NCIT:C151985	Abdominal Undifferentiated Pleomorphic Sarcoma
NCIT:C4926	Metastatic Undifferentiated Pleomorphic Sarcoma
NCIT:C8380	Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells
NCIT:C136693	Soft Tissue Sarcoma by AJCC v8 Stage
NCIT:C136767	Gastrointestinal Stromal Tumor by AJCC v8 Stage
NCIT:C136769	Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor by AJCC v8 Stage
NCIT:C136780	Stage I Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8
NCIT:C136781	Stage II Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8
NCIT:C136783	Stage III Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8
NCIT:C136786	Stage IV Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8
NCIT:C136811	Retroperitoneal Sarcoma by AJCC v8 Stage
NCIT:C136812	Stage I Retroperitoneal Sarcoma AJCC v8
NCIT:C136815	Stage II Retroperitoneal Sarcoma AJCC v8
NCIT:C136816	Stage III Retroperitoneal Sarcoma AJCC v8
NCIT:C136819	Stage IV Retroperitoneal Sarcoma AJCC v8
NCIT:C136707	Soft Tissue Sarcoma by AJCC v7 Stage
NCIT:C6537	Stage I Soft Tissue Sarcoma AJCC v7
NCIT:C7818	Stage I Adult Soft Tissue Sarcoma AJCC v7
NCIT:C6538	Stage II Soft Tissue Sarcoma AJCC v7
NCIT:C7819	Stage II Adult Soft Tissue Sarcoma AJCC v7
NCIT:C8585	Stage III Soft Tissue Sarcoma AJCC v7
NCIT:C7820	Stage III Adult Soft Tissue Sarcoma AJCC v7
NCIT:C8586	Stage IV Soft Tissue Sarcoma AJCC v7
NCIT:C4243	Sarcomatosis
NCIT:C7821	Stage IV Adult Soft Tissue Sarcoma AJCC v7
NCIT:C153069	Metastatic Soft Tissue Sarcoma
NCIT:C150738	Metastatic Gastrointestinal Stromal Tumor
NCIT:C156071	Metastatic Adult Soft Tissue Sarcoma
NCIT:C156475	Metastatic Kaposi Sarcoma
NCIT:C8066	Metastatic Childhood Soft Tissue Sarcoma
NCIT:C8808	Metastatic Extraskeletal Osteosarcoma
NCIT:C27707	Virus-Related Sarcoma
NCIT:C162305	EBV-Related Sarcoma
NCIT:C9087	Kaposi Sarcoma
NCIT:C35873	Iatrogenic Kaposi Sarcoma
NCIT:C9113	Kaposi Sarcoma Related to Immunosuppressive Treatment
NCIT:C27640	Transplant-Related Kaposi Sarcoma
NCIT:C35874	Endemic African Kaposi Sarcoma
NCIT:C9413	Kaposi Sarcoma NCI Grade 2
NCIT:C9414	Kaposi Sarcoma NCI Grade 3
NCIT:C3255	Myxosarcoma
NCIT:C4832	Retroperitoneal Sarcoma
NCIT:C156956	Adrenal Gland Sarcoma
NCIT:C6605	Soft Tissue Fibrosarcoma
NCIT:C45202	Low Grade Fibromyxoid Sarcoma
NCIT:C49024	Low Grade Myofibroblastic Sarcoma
NCIT:C6926	Stromal Sarcoma
NCIT:C53999	Malignant Gastrointestinal Stromal Tumor
NCIT:C7707	Adult Soft Tissue Sarcoma
NCIT:C27375	Adult Mesenchymal Chondrosarcoma
NCIT:C7925	Adult Extraskeletal Osteosarcoma
NCIT:C7715	Childhood Soft Tissue Sarcoma
NCIT:C115292	Non-Metastatic Childhood Soft Tissue Sarcoma
NCIT:C27374	Childhood Mesenchymal Chondrosarcoma
NCIT:C27376	Childhood Extraskeletal Osteosarcoma
NCIT:C8810	Extraskeletal Osteosarcoma
NCIT:C8809	Non-Metastatic Extraskeletal Osteosarcoma
NCIT:C6570	Extraskeletal Cartilaginous and Osseous Neoplasm
NCIT:C6572	Malignant Extraskeletal Cartilaginous and Osseous Neoplasm
NCIT:C6781	Stromal Neoplasm
NCIT:C3868	Gastrointestinal Stromal Tumor
NCIT:C123906	Childhood Gastrointestinal Stromal Tumor
NCIT:C128460	Recurrent Gastrointestinal Stromal Tumor
NCIT:C27716	Extragastrointestinal Gastrointestinal Stromal Tumor
NCIT:C40337	Retroperitoneal Gastrointestinal Stromal Tumor
NCIT:C40338	Peritoneal Gastrointestinal Stromal Tumor
NCIT:C40339	Mesenteric Gastrointestinal Stromal Tumor
NCIT:C54000	Gastrointestinal Stromal Tumor of Uncertain Malignant Potential
NCIT:C7148	Soft Tissue Tumor of Uncertain Differentiation
NCIT:C121738	Intermediate Soft Tissue Tumor of Uncertain Differentiation
NCIT:C4246	Atypical Fibroxanthoma
NCIT:C27545	Classic Type Atypical Fibroxanthoma
NCIT:C27546	Spindle Cell Type Atypical Fibroxanthoma
NCIT:C6494	Angiomatoid Fibrous Histiocytoma
NCIT:C7653	Intermediate Soft Tissue Neoplasm
NCIT:C6491	Intermediate Fibrohistiocytic Neoplasm
NCIT:C7333	Intermediate Fibroblastic Neoplasm
NCIT:C6481	Inflammatory Myofibroblastic Tumor
NCIT:C126359	Abdominal Inflammatory Myofibroblastic Tumor
NCIT:C39741	Retroperitoneal Inflammatory Myofibroblastic Tumor
NCIT:C6814	Superficial Fibromatosis
NCIT:C3316	Penile Fibromatosis
NCIT:C4680	Plantar Fibromatosis
NCIT:C9182	Desmoid-Type Fibromatosis
NCIT:C126358	Pelvic Fibromatosis
NCIT:C155875	Recurrent Desmoid-Type Fibromatosis
NCIT:C3741	Abdominal (Mesenteric) Fibromatosis
NCIT:C6489	Extraabdominal Fibromatosis
NCIT:C99180	Lipofibromatosis
NCIT:C7334	Intermediate Vascular Neoplasm
NCIT:C7391	Intermediate Blood Vessel Neoplasm
NCIT:C45473	Intermediate (Locally Aggressive) Blood Vessel Neoplasm
NCIT:C27510	Kaposiform Hemangioendothelioma
NCIT:C45474	Intermediate (Rarely Metastasizing) Blood Vessel Neoplasm
NCIT:C121668	Pseudomyogenic Hemangioendothelioma
NCIT:C27511	Retiform Hemangioendothelioma
NCIT:C45475	Composite Hemangioendothelioma
NCIT:C45476	Polymorphus Hemangioendothelioma
NCIT:C7526	Papillary Intralymphatic Angioendothelioma
NCIT:C7630	Intermediate Lipomatous Neoplasm
NCIT:C6505	Atypical Lipomatous Tumor
NCIT:C8964	Synovial Neoplasm
NCIT:C53684	Benign Connective and Soft Tissue Neoplasm
NCIT:C4502	Benign Lipomatous Neoplasm
NCIT:C27483	Lipoblastoma
NCIT:C3192	Lipoma
NCIT:C27530	Conventional Lipoma
NCIT:C4249	Fibrolipoma
NCIT:C6498	Deep Lipoma
NCIT:C6499	Tendon Sheath Lipoma
NCIT:C7450	Intramuscular Lipoma
NCIT:C121131	Infiltrating Intramuscular Lipoma
NCIT:C7451	Infiltrating Lipoma
NCIT:C9502	Myolipoma
NCIT:C3193	Lipomatosis
NCIT:C27486	Pelvic Lipomatosis
NCIT:C27487	Steroid Lipomatosis
NCIT:C4392	Cervical Symmetrical Lipomatosis
NCIT:C4701	Encephalocraniocutaneous Lipomatosis
NCIT:C6504	Diffuse Lipomatosis
NCIT:C4255	Lipoblastomatosis
NCIT:C6490	Benign Fibrohistiocytic Neoplasm
NCIT:C35765	Histiocytoma
NCIT:C3739	Benign Fibrous Histiocytoma
NCIT:C6492	Deep Benign Fibrous Histiocytoma
NCIT:C6529	Benign Pericytic Neoplasm
NCIT:C3742	Myofibromatosis
NCIT:C3747	Angioleiomyoma
NCIT:C49110	Solid Angioleiomyoma
NCIT:C49115	Cavernous Angioleiomyoma
NCIT:C5355	Intravascular Angioleiomyoma
NCIT:C6748	Benign Glomus Tumor
NCIT:C27496	Glomangiomatosis
NCIT:C7052	Myofibroma
NCIT:C6602	Benign Osteogenic Neoplasm
NCIT:C7389	Benign Vascular Neoplasm
NCIT:C6524	Benign Lymphatic Vessel Neoplasm
NCIT:C8965	Lymphangioma
NCIT:C27508	Intra-Abdominal Lymphangioma
NCIT:C3724	Cystic Hygroma
NCIT:C45485	Lymphangioma Circumscriptum
NCIT:C53316	Cavernous Lymphangioma
NCIT:C66792	Hemolymphangioma
NCIT:C8537	Benign Blood Vessel Neoplasm
NCIT:C3085	Hemangioma
NCIT:C27018	Acquired Hemangioma
NCIT:C27505	Glomeruloid Hemangioma
NCIT:C27506	Hobnail Hemangioma
NCIT:C3086	Cavernous Hemangioma
NCIT:C27777	Giant Hemangioma
NCIT:C7053	Cavernous Hemangioma of the Face
NCIT:C3635	Intra-Abdominal Hemangioma
NCIT:C3841	Congenital Non-Progressive Hemangioma
NCIT:C172207	Rapidly Involuting Congenital Hemangioma
NCIT:C172208	Non-Involuting Congenital Hemangioma
NCIT:C172209	Partially Involuting Congenital Hemangioma
NCIT:C4298	Epithelioid Hemangioma
NCIT:C4754	Spindle Cell Hemangioma
NCIT:C6555	Deep Hemangioma
NCIT:C3699	Intramuscular Hemangioma
NCIT:C6526	Perineural Hemangioma
NCIT:C7457	Capillary Hemangioma
NCIT:C3480	Lobular Capillary Hemangioma
NCIT:C27552	Multiple Lobular Capillary Hemangiomas
NCIT:C6645	Infantile Hemangioma
NCIT:C99086	Airway Infantile Hemangioma
NCIT:C7744	Mucous Membrane Hemangioma
NCIT:C8540	Subcutaneous Hemangioma
NCIT:C8592	Benign Chondrogenic Neoplasm
NCIT:C121845	Bizarre Parosteal Osteochondromatous Proliferation
NCIT:C53459	Chondroma
NCIT:C7059	Mesenchymal Cell Neoplasm
NCIT:C4248	Lipomatous Neoplasm
NCIT:C4501	Malignant Lipomatous Neoplasm
NCIT:C3194	Liposarcoma
NCIT:C150594	Refractory Liposarcoma
NCIT:C148297	Refractory Myxoid Liposarcoma
NCIT:C150593	Refractory Dedifferentiated Liposarcoma
NCIT:C27781	Myxoid Liposarcoma
NCIT:C148298	Metastatic Myxoid Liposarcoma
NCIT:C150579	Recurrent Myxoid Liposarcoma
NCIT:C3704	Dedifferentiated Liposarcoma
NCIT:C150592	Recurrent Dedifferentiated Liposarcoma
NCIT:C164070	Metastatic Dedifferentiated Liposarcoma
NCIT:C3705	Pleomorphic Liposarcoma
NCIT:C4250	Well Differentiated Liposarcoma
NCIT:C27489	Spindle Cell Liposarcoma
NCIT:C6508	Inflammatory Liposarcoma
NCIT:C4253	Mixed Liposarcoma
NCIT:C7811	Adult Liposarcoma
NCIT:C8091	Childhood Liposarcoma
NCIT:C8816	Metastatic Liposarcoma
NCIT:C8817	Non-Metastatic Liposarcoma
NCIT:C8818	Recurrent Liposarcoma
NCIT:C4755	Chondrogenic Neoplasm
NCIT:C121846	Intermediate Chondrogenic Neoplasm
NCIT:C2946	Chondrosarcoma
NCIT:C121870	Grade II Chondrosarcoma
NCIT:C121871	Grade III Chondrosarcoma
NCIT:C3737	Mesenchymal Chondrosarcoma
NCIT:C4303	Myxoid Chondrosarcoma
NCIT:C27377	Childhood Myxoid Chondrosarcoma
NCIT:C27378	Adult Myxoid Chondrosarcoma
NCIT:C8778	Localized Chondrosarcoma
NCIT:C8779	Metastatic Chondrosarcoma
NCIT:C8780	Recurrent Chondrosarcoma
NCIT:C9027	Grade I Chondrosarcoma
NCIT:C6528	Pericytic Neoplasm
NCIT:C3060	Glomus Tumor
NCIT:C27497	Glomus Tumor of Uncertain Malignant Potential
NCIT:C4222	Glomangioma
NCIT:C5350	Hereditary Glomangioma
NCIT:C51133	Solid Glomus Tumor
NCIT:C6603	Osteogenic Neoplasm
NCIT:C121925	Intermediate Osteogenic Neoplasm
NCIT:C9145	Osteosarcoma
NCIT:C142857	Refractory Osteosarcoma
NCIT:C6585	Childhood Osteosarcoma
NCIT:C7780	Localized Osteosarcoma
NCIT:C7781	Metastatic Osteosarcoma
NCIT:C7881	Recurrent Osteosarcoma
NCIT:C7075	Fibroblastic Neoplasm
NCIT:C3041	Fibroma
NCIT:C3042	Fibromatosis
NCIT:C3043	Fibrosarcoma
NCIT:C158428	Recurrent Fibrosarcoma
NCIT:C158429	Refractory Fibrosarcoma
NCIT:C4244	Infantile Fibrosarcoma
NCIT:C5060	Non-Metastatic Fibrosarcoma
NCIT:C7809	Adult Fibrosarcoma
NCIT:C8088	Childhood Fibrosarcoma
NCIT:C8812	Metastatic Fibrosarcoma
NCIT:C9025	Well Differentiated Fibrosarcoma
NCIT:C9404	Poorly Differentiated Fibrosarcoma
NCIT:C9429	Conventional Fibrosarcoma
NCIT:C7634	Solitary Fibrous Tumor
NCIT:C126357	Peritoneal Solitary Fibrous Tumor
NCIT:C6894	Malignant Solitary Fibrous Tumor
NCIT:C79948	Dedifferentiated Solitary Fibrous Tumor
NCIT:C8402	Fibrohistiocytic Neoplasm
NCIT:C121500	Malignant Fibrohistiocytic Neoplasm
NCIT:C9118	Sarcoma
NCIT:C148301	Refractory Sarcoma
NCIT:C142853	Refractory Ewing Sarcoma
NCIT:C158431	Refractory Spindle Cell Sarcoma
NCIT:C148302	Recurrent Sarcoma
NCIT:C155648	Recurrent Sarcoma of the Extremity
NCIT:C158430	Recurrent Spindle Cell Sarcoma
NCIT:C5384	Recurrent Angiosarcoma
NCIT:C7808	Recurrent Ewing Sarcoma
NCIT:C152076	Metastatic Sarcoma
NCIT:C7807	Metastatic Ewing Sarcoma
NCIT:C8708	Metastatic Angiosarcoma
NCIT:C155647	Sarcoma of the Extremity
NCIT:C157652	Pelvic Sarcoma
NCIT:C27005	Spindle Cell Sarcoma
NCIT:C3088	Angiosarcoma
NCIT:C27512	Angiosarcoma Associated with Lymphedema
NCIT:C27513	Radiation-Related Angiosarcoma
NCIT:C9031	Poorly Differentiated Angiosarcoma
NCIT:C9040	Adult Angiosarcoma
NCIT:C9174	Childhood Angiosarcoma
NCIT:C9275	Non-Metastatic Angiosarcoma
NCIT:C9411	Angiosarcoma NCI Grade 2
NCIT:C9412	Angiosarcoma NCI Grade 3
NCIT:C9426	Conventional Angiosarcoma
NCIT:C3746	Small Cell Sarcoma
NCIT:C165671	EWSR1-Negative Small Round Cell Tumor
NCIT:C120224	CIC-DUX Sarcoma
NCIT:C4817	Ewing Sarcoma
NCIT:C7806	Localized Ewing Sarcoma
NCIT:C9023	Sarcoma by FNCLCC Grade
NCIT:C9024	FNCLCC Sarcoma Grade 1
NCIT:C9028	FNCLCC Sarcoma Grade 2
NCIT:C9029	FNCLCC Sarcoma Grade 3
NCIT:C93125	Radiation-Related Sarcoma
NCIT:C9387	Sarcoma by NCI Grade
NCIT:C9388	Sarcoma NCI Grade 1
NCIT:C9400	Sarcoma NCI Grade 2
NCIT:C9415	Sarcoma NCI Grade 3
NCIT:C4716	Ectomesenchymoma
NCIT:C4784	Cardiovascular Neoplasm
NCIT:C114940	Malignant Cardiovascular Neoplasm
NCIT:C4575	Malignant Great Vessel Neoplasm
NCIT:C5375	Malignant Aortic Neoplasm
NCIT:C5377	Malignant Inferior Vena Cava Neoplasm
NCIT:C5379	Malignant Superior Vena Cava Neoplasm
NCIT:C5380	Malignant Pulmonary Artery Neoplasm
NCIT:C5381	Pulmonary Artery Choriocarcinoma
NCIT:C5383	Malignant Pulmonary Vein Neoplasm
NCIT:C7390	Malignant Vascular Neoplasm
NCIT:C3205	Lymphangiosarcoma
NCIT:C8538	Malignant Blood Vessel Neoplasm
NCIT:C3800	Epithelioid Hemangioendothelioma
NCIT:C114923	Adult Epithelioid Hemangioendothelioma
NCIT:C114926	Childhood Epithelioid Hemangioendothelioma
NCIT:C146858	Metastatic Epithelioid Hemangioendothelioma
NCIT:C5348	Great Vessel Neoplasm
NCIT:C8539	Benign Great Vessel Neoplasm
NCIT:C7388	Vascular Neoplasm
NCIT:C3723	Lymphatic Vessel Neoplasm
NCIT:C8373	Lymphangiomatosis
NCIT:C7387	Blood Vessel Neoplasm
NCIT:C3084	Hemangioendothelioma
NCIT:C7337	Peritoneal and Retroperitoneal Neoplasm
NCIT:C156711	Malignant Peritoneal and Retroperitoneal Neoplasm
NCIT:C3537	Malignant Retroperitoneal Neoplasm
NCIT:C7352	Retroperitoneal Carcinoma
NCIT:C9338	Malignant Adrenal Gland Neoplasm
NCIT:C4396	Malignant Adrenal Medulla Neoplasm
NCIT:C9276	Metastatic Carcinoma in the Adrenal Medulla
NCIT:C8610	Metastatic Malignant Neoplasm in the Adrenal Gland
NCIT:C27381	Metastatic Carcinoma in the Adrenal Cortex
NCIT:C9327	Malignant Adrenal Cortex Neoplasm
NCIT:C3538	Malignant Peritoneal Neoplasm
NCIT:C136410	Malignant Peritoneal Germ Cell Tumor
NCIT:C40022	Primary Peritoneal Carcinoma
NCIT:C115441	Recurrent Primary Peritoneal Carcinoma
NCIT:C170756	Recurrent Primary Peritoneal Undifferentiated Carcinoma
NCIT:C170759	Recurrent Primary Peritoneal Transitional Cell Carcinoma
NCIT:C170767	Recurrent Primary Peritoneal Adenocarcinoma
NCIT:C156453	Recurrent Primary Peritoneal Serous Adenocarcinoma
NCIT:C156454	Recurrent Primary Peritoneal Low Grade Serous Adenocarcinoma
NCIT:C165268	Recurrent Primary Peritoneal High Grade Serous Adenocarcinoma
NCIT:C170761	Recurrent Primary Peritoneal Clear Cell Adenocarcinoma
NCIT:C140003	Primary Peritoneal Cancer by AJCC v7 Stage
NCIT:C115094	Stage III Primary Peritoneal Cancer AJCC v7
NCIT:C115098	Stage IV Primary Peritoneal Cancer AJCC v7
NCIT:C140004	Primary Peritoneal Cancer by AJCC v8 Stage
NCIT:C140005	Stage II Primary Peritoneal Cancer AJCC v8
NCIT:C140008	Stage III Primary Peritoneal Cancer AJCC v8
NCIT:C140012	Stage IV Primary Peritoneal Cancer AJCC v8
NCIT:C152046	Refractory Primary Peritoneal Carcinoma
NCIT:C170975	Refractory Primary Peritoneal Adenocarcinoma
NCIT:C171021	Refractory Primary Peritoneal Serous Adenocarcinoma
NCIT:C162562	Primary Peritoneal Undifferentiated Carcinoma
NCIT:C162564	Primary Peritoneal Transitional Cell Carcinoma
NCIT:C167203	Metastatic Primary Peritoneal Carcinoma
NCIT:C170972	Metastatic Primary Peritoneal Adenocarcinoma
NCIT:C171019	Metastatic Primary Peritoneal Serous Adenocarcinoma
NCIT:C170733	Primary Peritoneal Adenocarcinoma
NCIT:C162566	Primary Peritoneal Clear Cell Adenocarcinoma
NCIT:C40023	Primary Peritoneal Serous Adenocarcinoma
NCIT:C126353	Primary Peritoneal High Grade Serous Adenocarcinoma
NCIT:C126354	Primary Peritoneal Low Grade Serous Adenocarcinoma
NCIT:C7695	Primary Peritoneal Serous Papillary Adenocarcinoma
NCIT:C4583	Metastatic Malignant Neoplasm in the Peritoneum
NCIT:C27382	Peritoneal Carcinomatosis
NCIT:C3345	Pseudomyxoma Peritonei
NCIT:C9350	Peritoneal Malignant Mesothelioma
NCIT:C162940	Peritoneal Epithelioid Mesothelioma
NCIT:C168804	Peritoneal Sarcomatoid Mesothelioma
NCIT:C168805	Peritoneal Biphasic Mesothelioma
NCIT:C8705	Recurrent Peritoneal Malignant Mesothelioma
NCIT:C156713	Benign Peritoneal and Retroperitoneal Neoplasm
NCIT:C4447	Benign Retroperitoneal Neoplasm
NCIT:C3629	Benign Adrenal Gland Neoplasm
NCIT:C4895	Benign Adrenal Medulla Neoplasm
NCIT:C9004	Benign Adrenal Cortex Neoplasm
NCIT:C48319	Adrenal Cortex Adenomatoid Tumor
NCIT:C8612	Benign Peritoneal Neoplasm
NCIT:C7354	Peritoneal Adenomatoid Tumor
NCIT:C3322	Peritoneal Neoplasm
NCIT:C173164	Peritoneal Implant
NCIT:C7633	Peritoneal Mesothelioma
NCIT:C45661	Peritoneal Well Differentiated Papillary Mesothelioma
NCIT:C6536	Peritoneal Multicystic Mesothelioma
NCIT:C3357	Retroperitoneal Neoplasm
NCIT:C2859	Adrenal Gland Neoplasm
NCIT:C2858	Adrenal Cortex Neoplasm
NCIT:C4856	Adrenal Medulla Neoplasm
NCIT:C6447	Retroperitoneal Germ Cell Tumor
NCIT:C4741	Neoplasm by Morphology
NCIT:C3422	Trophoblastic Tumor
NCIT:C2948	Choriocarcinoma
NCIT:C123844	Childhood Choriocarcinoma
NCIT:C3708	Germ Cell Tumor
NCIT:C114777	Adult Germ Cell Tumor
NCIT:C27241	Adult Yolk Sac Tumor
NCIT:C9013	Adult Teratoma
NCIT:C9012	Adult Cystic Teratoma
NCIT:C121618	Germinomatous Germ Cell Tumor
NCIT:C123838	Childhood Germinomatous Germ Cell Tumor
NCIT:C123840	Childhood Seminoma
NCIT:C2996	Dysgerminoma
NCIT:C3753	Germinoma
NCIT:C9309	Seminoma
NCIT:C7327	Extragonadal Seminoma
NCIT:C115428	Recurrent Extragonadal Seminoma
NCIT:C121619	Nongerminomatous Germ Cell Tumor
NCIT:C123841	Childhood Nongerminomatous Germ Cell Tumor
NCIT:C123847	Childhood Embryonal Carcinoma
NCIT:C27364	Childhood Yolk Sac Tumor
NCIT:C68626	Childhood Teratoma
NCIT:C123834	Childhood Immature Teratoma
NCIT:C123836	Childhood Mature Teratoma
NCIT:C3011	Yolk Sac Tumor
NCIT:C3403	Teratoma
NCIT:C4286	Immature Teratoma
NCIT:C8884	Immature Extragonadal Teratoma
NCIT:C4287	Malignant Teratoma
NCIT:C4289	Teratoma with Somatic-Type Malignancy
NCIT:C67107	Benign Teratoma
NCIT:C156411	Grade 1 Teratoma
NCIT:C9015	Mature Teratoma
NCIT:C9011	Dermoid Cyst
NCIT:C9014	Cystic Teratoma
NCIT:C98291	Gonadal Teratoma
NCIT:C3752	Embryonal Carcinoma
NCIT:C8880	Extragonadal Embryonal Carcinoma
NCIT:C3756	Mixed Embryonal Carcinoma and Teratoma
NCIT:C8885	Malignant Extragonadal Non-Seminomatous Germ Cell Tumor
NCIT:C115427	Recurrent Malignant Extragonadal Non-Seminomatous Germ Cell Tumor
NCIT:C3918	Extragonadal Germ Cell Tumor
NCIT:C6751	Benign Extragonadal Germ Cell Tumor
NCIT:C8881	Malignant Extragonadal Germ Cell Tumor
NCIT:C115385	Recurrent Malignant Extragonadal Germ Cell Tumor
NCIT:C68632	Childhood Extragonadal Malignant Germ Cell Tumor
NCIT:C4925	Malignant Germ Cell Tumor
NCIT:C123739	Refractory Malignant Germ Cell Tumor
NCIT:C123737	Refractory Childhood Malignant Germ Cell Tumor
NCIT:C132853	Recurrent Malignant Germ Cell Tumor
NCIT:C9221	Recurrent Childhood Malignant Germ Cell Tumor
NCIT:C132854	Metastatic Malignant Germ Cell Tumor
NCIT:C4290	Mixed Germ Cell Tumor
NCIT:C123848	Childhood Mixed Germ Cell Tumor
NCIT:C66777	Choriocarcinoma Combined with Other Germ Cell Elements
NCIT:C9010	Mixed Teratoma and Seminoma
NCIT:C6541	Malignant Childhood Germ Cell Tumor
NCIT:C66776	Gonadal Polyembryoma
NCIT:C6449	Benign Germ Cell Tumor
NCIT:C6553	Benign Childhood Germ Cell Tumor
NCIT:C7928	Childhood Germ Cell Tumor
NCIT:C68627	Childhood Extracranial Germ Cell Tumor
NCIT:C114801	Childhood Gonadal Germ Cell Tumor
NCIT:C3709	Epithelial Neoplasm
NCIT:C164255	Mixed Neuroendocrine Non-Neuroendocrine Neoplasm
NCIT:C2855	Adenoma
NCIT:C3685	Microcystic Adenoma
NCIT:C3688	Trabecular Adenoma
NCIT:C3759	Oncocytic Adenoma
NCIT:C3764	Adenomatous Polyp
NCIT:C164253	Adenoma, Intestinal-Type
NCIT:C4135	Multiple Adenomatous Polyps
NCIT:C4133	Tubular Adenoma
NCIT:C4143	Tubulovillous Adenoma
